bgrid,bgrname,bgrseverity,bgrassignedto,bgrreportedby,bgrreportedon,bgrstatus,bgrenvironment,bgrdesc
bgrid12435,Unpropagated updates,high,Caleb1,Caleb1,2/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12436,Incompatible systems,high,Caleb1,Caleb1,1/6/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12437,Unpropagated updates,medium,Caleb1,Caleb2,10/8/2015,in progress,UTE,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12438,Arithmetic overflow,high,Caleb3,Caleb2,6/4/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12439,Arithmetic overflow,medium,Caleb2,Caleb1,1/6/2016,not started,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12440,Differences between documentation and product,high,Caleb1,Caleb42,2/5/2016,in progress,UTE,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12441,Unpropagated updates,medium,Caleb2,Caleb18,12/7/2015,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12442,Differences between documentation and product,low,Caleb1,Caleb2,6/4/2016,fixed,Dev,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12443,infinite recursionIncorrect protocol implementation,high,Caleb2,Caleb1,11/7/2015,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12444,infinite recursionIncorrect protocol implementation,medium,Caleb1,Caleb9,1/6/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12445,Infinite loops ,low,Caleb29,Caleb1,5/5/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12446,infinite recursionIncorrect protocol implementation,low,Caleb43,Caleb2,11/7/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12447,Division by zero.,high,Caleb2,Caleb2,1/6/2016,fixed,UTE,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12448,Differences between documentation and product,medium,Caleb2,Caleb7,2/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12449,Incompatible systems,low,Caleb17,Caleb10,12/7/2015,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12450,Division by zero.,medium,Caleb32,Caleb30,9/8/2015,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12451,Differences between documentation and product,medium,Caleb1,Caleb1,11/7/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12452,Unpropagated updates,high,Caleb1,Caleb1,2/5/2016,fixed,UTE,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12453,Division by zero.,high,Caleb46,Caleb2,1/6/2016,not started,UTE,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12454,infinite recursionIncorrect protocol implementation,high,Caleb20,Caleb1,6/4/2016,in progress,Sbx,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12455,Arithmetic overflow,medium,Caleb1,Caleb2,5/5/2016,in progress,Sbx,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12456,Incompatible systems,medium,Caleb2,Caleb2,3/6/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12457,Unpropagated updates,low,Caleb1,Caleb2,6/4/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12458,Incompatible systems,low,Caleb29,Caleb1,10/8/2015,not started,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12459,Incompatible systems,high,Caleb1,Caleb2,10/8/2015,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12460,Incompatible systems,high,Caleb2,Caleb45,4/5/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12461,Differences between documentation and product,low,Caleb2,Caleb1,12/7/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12462,Unpropagated updates,medium,Caleb1,Caleb1,3/6/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12463,Differences between documentation and product,high,Caleb19,Caleb1,2/5/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12464,infinite recursionIncorrect protocol implementation,low,Caleb12,Caleb1,1/6/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12465,Differences between documentation and product,low,Caleb2,Caleb1,1/6/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12466,Unpropagated updates,medium,Caleb2,Caleb1,10/8/2015,in progress,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12467,Unpropagated updates,high,Caleb1,Caleb39,4/5/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12468,Incompatible systems,medium,Caleb40,Caleb2,2/5/2016,not started,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12469,Unpropagated updates,medium,Caleb2,Caleb35,3/6/2016,not started,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12470,Unpropagated updates,high,Caleb1,Caleb20,9/8/2015,in progress,Dev,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12471,Differences between documentation and product,medium,Caleb24,Caleb2,10/8/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12472,Incorrect hardware handling,high,Caleb1,Caleb1,12/7/2015,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12473,Unpropagated updates,low,Caleb2,Caleb2,3/6/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12474,Division by zero.,low,Caleb2,Caleb2,5/5/2016,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12475,Arithmetic overflow,medium,Caleb1,Caleb2,1/6/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12476,Incorrect assumptions of a particular platform,high,Caleb41,Caleb1,2/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12477,Differences between documentation and product,high,Caleb13,Caleb1,12/7/2015,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12478,Division by zero.,high,Caleb1,Caleb36,12/7/2015,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12479,Incorrect assumptions of a particular platform,medium,Caleb45,Caleb38,2/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12480,Infinite loops ,low,Caleb2,Caleb1,1/6/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12481,Infinite loops ,low,Caleb2,Caleb32,6/4/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12482,Arithmetic overflow,medium,Caleb2,Caleb1,12/7/2015,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12483,Unpropagated updates,low,Caleb1,Caleb26,6/4/2016,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12484,Incorrect hardware handling,low,Caleb1,Caleb1,1/6/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12485,Division by zero.,low,Caleb2,Caleb2,12/7/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12486,Incorrect assumptions of a particular platform,high,Caleb2,Caleb2,12/7/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12487,Incorrect hardware handling,low,Caleb8,Caleb1,10/8/2015,in progress,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12488,Differences between documentation and product,high,Caleb1,Caleb2,9/8/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12489,Incorrect assumptions of a particular platform,low,Caleb7,Caleb1,6/4/2016,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12490,Differences between documentation and product,low,Caleb2,Caleb2,10/8/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12491,Infinite loops ,low,Caleb9,Caleb2,6/4/2016,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12492,Unpropagated updates,high,Caleb49,Caleb20,3/6/2016,not started,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12493,Infinite loops ,medium,Caleb15,Caleb1,5/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12494,Division by zero.,high,Caleb1,Caleb2,11/7/2015,not started,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12495,Infinite loops ,medium,Caleb17,Caleb50,6/4/2016,in progress,Test,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12496,Division by zero.,high,Caleb18,Caleb42,11/7/2015,not started,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12497,Division by zero.,low,Caleb1,Caleb1,10/8/2015,fixed,Sbx,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12498,Arithmetic overflow,high,Caleb37,Caleb1,2/5/2016,in progress,Dev,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12499,Incorrect assumptions of a particular platform,high,Caleb28,Caleb1,4/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12500,Arithmetic overflow,high,Caleb1,Caleb41,6/4/2016,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12501,Arithmetic overflow,medium,Caleb1,Caleb2,6/4/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12502,Infinite loops ,medium,Caleb2,Caleb1,2/5/2016,in progress,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12503,Arithmetic overflow,medium,Caleb2,Caleb1,10/8/2015,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12504,Incompatible systems,high,Caleb1,Caleb2,10/8/2015,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12505,infinite recursionIncorrect protocol implementation,high,Caleb1,Caleb2,6/4/2016,fixed,UTE,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12506,infinite recursionIncorrect protocol implementation,high,Caleb43,Caleb1,1/6/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12507,Incorrect hardware handling,medium,Caleb14,Caleb11,3/6/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12508,Incorrect assumptions of a particular platform,high,Caleb1,Caleb2,1/6/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12509,Arithmetic overflow,high,Caleb1,Caleb2,2/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12510,infinite recursionIncorrect protocol implementation,medium,Caleb1,Caleb2,2/5/2016,fixed,Dev,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12511,Incompatible systems,medium,Caleb24,Caleb2,2/5/2016,in progress,Sbx,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12512,infinite recursionIncorrect protocol implementation,low,Caleb2,Caleb2,9/8/2015,fixed,Sbx,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12513,Infinite loops ,low,Caleb1,Caleb2,12/7/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12514,Arithmetic overflow,high,Caleb13,Caleb2,11/7/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12515,Arithmetic overflow,medium,Caleb2,Caleb1,4/5/2016,not started,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12516,Unpropagated updates,medium,Caleb28,Caleb9,9/8/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12517,infinite recursionIncorrect protocol implementation,low,Caleb5,Caleb1,5/5/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12518,Infinite loops ,medium,Caleb1,Caleb2,2/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12519,Incorrect assumptions of a particular platform,high,Caleb2,Caleb47,1/6/2016,in progress,Test,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12520,Incompatible systems,low,Caleb2,Caleb2,5/5/2016,not started,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12521,Differences between documentation and product,high,Caleb2,Caleb2,12/7/2015,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12522,Arithmetic overflow,medium,Caleb1,Caleb28,6/4/2016,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12523,Incorrect assumptions of a particular platform,medium,Caleb1,Caleb11,9/8/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12524,Incorrect assumptions of a particular platform,high,Caleb1,Caleb32,10/8/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12525,Differences between documentation and product,low,Caleb16,Caleb1,2/5/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12526,Incorrect assumptions of a particular platform,high,Caleb1,Caleb1,6/4/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12527,Division by zero.,low,Caleb1,Caleb1,3/6/2016,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12528,infinite recursionIncorrect protocol implementation,medium,Caleb1,Caleb2,5/5/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12529,Division by zero.,low,Caleb1,Caleb6,5/5/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12530,Arithmetic overflow,low,Caleb1,Caleb2,1/6/2016,fixed,Sbx,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12531,Incorrect hardware handling,medium,Caleb2,Caleb2,6/4/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12532,Division by zero.,low,Caleb5,Caleb1,9/8/2015,in progress,Dev,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12533,Arithmetic overflow,medium,Caleb14,Caleb39,6/4/2016,fixed,UTE,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12534,Differences between documentation and product,medium,Caleb2,Caleb1,11/7/2015,not started,Act,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12535,Arithmetic overflow,medium,Caleb29,Caleb1,11/7/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12536,Incompatible systems,high,Caleb43,Caleb1,2/5/2016,fixed,UTE,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12537,Incompatible systems,high,Caleb31,Caleb1,10/8/2015,fixed,Act,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12538,Differences between documentation and product,low,Caleb2,Caleb2,2/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12539,Infinite loops ,medium,Caleb12,Caleb20,9/8/2015,not started,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12540,Division by zero.,high,Caleb37,Caleb1,1/6/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12541,Incorrect assumptions of a particular platform,low,Caleb2,Caleb20,4/5/2016,in progress,UTE,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12542,infinite recursionIncorrect protocol implementation,low,Caleb2,Caleb1,3/6/2016,not started,Sbx,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12543,Infinite loops ,high,Caleb29,Caleb7,5/5/2016,not started,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12544,Division by zero.,low,Caleb1,Caleb1,4/5/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12545,Division by zero.,low,Caleb1,Caleb2,9/8/2015,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12546,Infinite loops ,low,Caleb1,Caleb2,10/8/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12547,Arithmetic overflow,medium,Caleb41,Caleb2,3/6/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12548,Division by zero.,high,Caleb2,Caleb1,9/8/2015,not started,Dev,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12549,Incompatible systems,low,Caleb24,Caleb7,12/7/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12550,Differences between documentation and product,low,Caleb2,Caleb34,1/6/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12551,Arithmetic overflow,medium,Caleb2,Caleb47,1/6/2016,in progress,Sbx,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12552,Arithmetic overflow,high,Caleb1,Caleb1,6/4/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12553,Incompatible systems,low,Caleb31,Caleb2,4/5/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12554,Incorrect assumptions of a particular platform,medium,Caleb1,Caleb2,10/8/2015,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12555,Unpropagated updates,medium,Caleb1,Caleb1,6/4/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12556,infinite recursionIncorrect protocol implementation,high,Caleb1,Caleb3,5/5/2016,not started,Test,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12557,Unpropagated updates,high,Caleb48,Caleb36,10/8/2015,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12558,Unpropagated updates,high,Caleb43,Caleb1,5/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12559,infinite recursionIncorrect protocol implementation,medium,Caleb18,Caleb42,4/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12560,Infinite loops ,medium,Caleb2,Caleb1,4/5/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12561,Arithmetic overflow,medium,Caleb1,Caleb2,6/4/2016,not started,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12562,Unpropagated updates,medium,Caleb1,Caleb1,9/8/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12563,Incorrect hardware handling,medium,Caleb15,Caleb5,9/8/2015,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12564,Incorrect hardware handling,low,Caleb40,Caleb27,2/5/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12565,Incorrect hardware handling,low,Caleb2,Caleb2,4/5/2016,in progress,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12566,Unpropagated updates,low,Caleb1,Caleb42,1/6/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12567,Division by zero.,low,Caleb9,Caleb21,9/8/2015,in progress,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12568,infinite recursionIncorrect protocol implementation,medium,Caleb1,Caleb12,1/6/2016,in progress,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12569,Arithmetic overflow,high,Caleb30,Caleb1,4/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12570,Division by zero.,high,Caleb2,Caleb1,1/6/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12571,Unpropagated updates,medium,Caleb2,Caleb15,12/7/2015,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid12572,Division by zero.,medium,Caleb37,Caleb43,5/5/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12573,Differences between documentation and product,medium,Caleb1,Caleb1,4/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12574,Incorrect hardware handling,medium,Caleb1,Caleb31,5/5/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12575,Division by zero.,medium,Caleb2,Caleb1,9/8/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid12576,Unpropagated updates,high,Caleb1,Caleb49,4/5/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid12577,Incompatible systems,medium,Caleb22,Caleb38,10/8/2015,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid12578,Infinite loops ,low,Caleb1,Caleb2,1/6/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid12579,Differences between documentation and product,low,Caleb2,Caleb10,10/8/2015,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
